author,comment,likes,published_at,is_relevant
@hiteshkumar7058,I love Delhi food,0,2023-08-13T15:50:37Z,True
@NikhilYadav-ui5rv,Love you my big bro I am from  🇮🇳,0,2023-08-09T17:20:55Z,True
@princetripathi4255,This is the class of food vlogs.,0,2023-08-04T23:16:20Z,True
@HeyDad_,The only thing we missed is food 😂,0,2023-07-29T20:48:23Z,True
@RyanSingh-batala,Jinne vekhya nhi lahore oh vekhe kalanour,0,2023-07-26T15:47:33Z,True
@omprakashrockstar1205,Aaj lahaor bhi ro rha hoga kin bhooke nango ke paas aa gaya agar Bharat ke paas hota to Mumbai or Delhi se bhi aage hota,0,2023-07-26T07:48:37Z,True
@anuragupadhyay535,Bhikaristan balo k 3rd class ghatia food dekh kar hi ghin aati hai 🤮🤮👎🏻 👎🏻,0,2023-07-23T04:09:01Z,True
@Anna123-e7q,Bhai Mai India AK baat h Pakistani  Street food bi itana expensive h 450 me Mai mutton 5 logo ko Kila duu,0,2023-07-10T16:31:09Z,True
@NosheenNosheen-re9et,Hamare India me to ham 30 me khana kha le paye roti,0,2023-07-06T08:13:13Z,True
@dr.amitkannaujia16,"Pakistanis, mehmaan Nawazi bahot behtar hain, bade dil wale hai..khana khilane mein ❤ India",0,2023-07-02T13:11:38Z,True
@ravindrapatil8216,Thanks dhanavad sir for giving knowledge of Lahore street hotel.,0,2023-07-01T14:12:47Z,True
@SunilSingh-dh5dj,"Agar India , Pakistan ke relation acche hote to, Indian , Pakistan ki hotel,aur food  ko bahut aage badha date",0,2023-06-30T01:43:29Z,True
@Ashishdubey781,I feel omating to see pakistan dirty food 🍲  i am from allahabad up india,0,2023-06-08T16:01:25Z,True
@DoubleTrouble0-f6m,Are they both the same people jedda lassi wala in the streets and the one in lahore fortress stadium ? Anyone ?,0,2023-06-08T06:50:30Z,True
@mangalbhai3632,Indian food oll the besht,0,2023-06-07T07:26:44Z,True
@earnandtech2797,Kuraan padker Pakistan daane daane ka mohtaaz h sirf family sex or halala chal rha h 1000 rs m 😂😂😂😂 Ramayan pado india ki tarah tarakki kro apne history itihaas pado abbu bataynge sab hindu putra hai😂😂,0,2023-05-31T17:31:00Z,True
@ghungroogangatesh3549,Punjabis love beef and beefy food 😂,1,2023-05-29T04:44:22Z,True
@Mohammed-Rizwan_199,Tum log sale sab kuch khate ho bas tatti chor ke ..wo bhi khalo tel me fry krk ....dekh k ulti aagyi ...adi manav wala khana hai tum logo ka,0,2023-05-22T13:34:26Z,True
@juantorre6743,Two places with not food in this world and my country is one o tho CUBA  REAL SAAD.,0,2023-05-21T21:14:08Z,True
@shreyprajapati3460,I am from ahemdabad Gujarat india 🇮🇳 it’s my dream to taste jeda lassi,0,2023-05-20T18:18:25Z,True
@Mcbcallah,Aisa desh jaha par non veg itna expensive😢aur usko khane wale poor intensive😂😂😂😂😂😂😂...........,0,2023-05-08T02:29:25Z,True
@RajveerSingh-jz8fb,How Muslims destroyed beautiful Lahore can be seen. Place of Luv and Kush,0,2023-05-06T11:35:29Z,True
@charlierayman6498,It make take few years but I’ll definitely visit Lahore and eat all these food items ❤,4,2023-05-02T14:06:21Z,True
@jagroopsingh-kw5hc,Lahore bilkul amritsar warga hi hai I've diya hi galiya ty I've de hi makkan,0,2023-05-01T07:42:04Z,True
@sujeetyadav8404,Ya thooo bad food,0,2023-04-28T15:06:28Z,True
@ksaulakh1872,Sikha di rajdhani lahor  angreja ne sab khatam kr ta,0,2023-04-27T16:14:49Z,True
@dev8076,"Zia bhai aapke vlog dekh kr muh me pani aa jata hai.।।। Kash hm bhi lahore aake taste kar pate.।।। 
Love from India lucknow",0,2023-04-27T15:15:32Z,True
@adeelarshi9426,Ye sb India h...kaash Nehru aur Jinnah ne gaand na marwai hoti to ye sb India hota,0,2023-04-23T17:31:40Z,True
@azhar.arobi.official,siri paye price?,0,2023-04-15T17:53:51Z,True
@arunahire937,Suar ka meat khake dekho   Baffelo se jyada testy hota hai,0,2023-04-13T14:21:53Z,True
@shaheen...8620,Zia ne acha k sath mazaydar ki adat ha tasveer ko bhe acha or mazaydar keh diya,0,2023-04-12T14:14:27Z,True
@shaheen...8620,Sub se achay chanay or halwa pori dgk ma milte ha .. lahore bus famous ha,0,2023-04-12T14:07:51Z,True
@Abhi-yf9uf,"Zia bhai, you forgot to mention Maharaja Ranjit Singh and Sir Ganga Ram who actually made Lahore what you saw in your tour. Obviously Mughals and British were there but the contribution of Maharaja Ranjit Singh and Sir Ganga Ram was no lesser than them. You vlogs are great",1,2023-04-11T20:11:05Z,True
@kundan7777,Sare hindu gayab ho gaye kidhar gaye,1,2023-04-08T13:34:20Z,True
@AbhimanyuKumar-dh5fl,Bsdk khana nahi tho sab se puch kyu raha hai kya hai,0,2023-04-07T10:43:12Z,True
@pitamangat8920,Jeonda reh baii lahore daw geda kraya,0,2023-04-04T03:06:38Z,True
@abhishek4702,Mumbai has each and every world cuisine as it is very large metropolitan city with people from all around the world,0,2023-03-30T04:51:39Z,True
@abhishek4702,You should visit our Delhi Mumbai it has more street food than lahore just old Delhi our inside Mumbai crowded streets,0,2023-03-30T04:50:39Z,True
@XYZ-ri2bt,I am Indian but I love Pakistan bhot accha laga aapka vlog dekh Kar maza agya,2,2023-03-29T06:41:08Z,True
@mayurpillay4116,Isse achi galiya to humare mumbai dharavi ki hai,0,2023-03-25T10:00:21Z,True
@mayurpillay4116,Thook wali lassi😂,1,2023-03-25T09:51:54Z,True
@surjitbiswal3431,Milk late Kahan se ho Gaye to sab kha lete ho.lassi Banta kese hai Bina milk ke,0,2023-03-24T21:11:24Z,True
@umarfarooqgujjar8176,Mughalia dor main kya cement hota tha😊😊,0,2023-03-24T11:49:11Z,True
@dontcare22782,"Nice to see Lahore bro. I love visiting peshawar, Lahore. Maybe once I will visit. One thing though y are all the shops closed",0,2023-03-24T09:23:47Z,True
@jasmeenpaji,Kde Lahore aya to lassi jroor pi ke javagey,0,2023-03-16T09:12:09Z,True
@gouravgupta4237,I wish I could visit these streets someday. It feels like India only with the better food,0,2023-03-14T15:04:06Z,True
@rsingh3453,"Why mostly peoples eat animals  meat only, why not vegetarian food in Pakistan ?",0,2023-03-13T00:49:44Z,True
@muditverma3023,Nice video..True Desi thing.,0,2023-03-09T15:51:37Z,True
@iltafkhalid5146,"Jeda lassi p k me pora din kuch aur kha ni saka, too heavy but worth it.",0,2023-03-03T14:04:09Z,True
@irshadhausainirshad9828,I am Indian I wish try Pakistani street food,0,2023-03-01T17:59:52Z,True
@fahadmalik5794,Lahore k payee hayee ❣️,0,2023-02-27T15:23:45Z,True
@sanghdeepsakharkar3064,waa bhai jaan apke vdo bade majedar hote hai.....agli vdo me pachouni khate dekhna chahte hai,0,2023-02-22T19:08:05Z,True
@NotGreig,"street food pk, please add english voice over to videos.",0,2023-02-18T19:55:19Z,True
@solanking1456,Lahore is exactly looking like purani delhi,0,2023-02-15T05:42:39Z,True
@techandengineeringsonu5702,"India or Pakistan k border khol diye jaane chahiye, kyoki mujhe Lahor jaake khana hai.......",0,2023-02-15T04:32:10Z,True
@sahilsingla3615,Jeda lassi pine ka bhut dil krta video dakh kr apki..But ni a skte apke lahore m hum..,0,2023-02-12T06:08:02Z,True
@satinderjee8586,Jeonde vasde raho Lahore waleo i m Indian but ur food is good,0,2023-02-09T15:20:02Z,True
@argyllispeace44,"First time I have ever watched this kind of video, but in saying that I didn't once
see any women either serving food or walking about the streets, why is this.🤔",0,2023-02-05T15:17:01Z,True
@monumonu-qv5vn,Lashi ka price kya hai,0,2023-02-04T14:49:27Z,True
@venuvenu9785,Mughal ga capital Delhi hai Bhai Lahore Nehi tha,0,2023-02-01T18:15:24Z,True
@sunlight.06,Pakistan m na khana badal aur na cities sab 1940s ka he jaisa haal h🥴,0,2023-02-01T06:35:35Z,True
@inderpalsingh7623,"Thanks yr Lahore shahar dikhan lae ,love from Punjab India",0,2023-01-30T19:52:22Z,True
@premkumarwaghmare4059,Love Pakistani Food from India,1,2023-01-30T10:04:57Z,True
@goodysouse,Jedda bhai ki lassi to mujhe bhi peeni hai.... Aa jao jaipur jedda bhai.. Aap humko lassi pilana hum apko ghub ghumayege,0,2023-01-29T03:33:49Z,True
@shahzadhussain9499,Sharam kro bhai saab.  Aap sach kyu nhi dikhaa rahay  tara bong walay ka dikhao k gandi naali k upar patila rakh kr bnata hey gandi tareen dukan hey. Rate choro wala layta hey. Sach btao sach dikhao  yay yummyy yummy k dramay naa kro,1,2023-01-27T14:10:17Z,True
@karanmm1108,mai india se hu but dntsnt like beef baki food acha h 🇮🇳🇮🇳,0,2023-01-27T09:30:49Z,True
@ramakrishnazak,Lahore was very old before Britishers & moguls.. once part of united India,0,2023-01-22T18:13:08Z,True
@raajpout8664,khana khanay or nashta karnay ka maza lahore me hi ata ha,0,2023-01-22T01:30:32Z,True
@rahimajha7829,Amritsar v awo....nice food,0,2023-01-21T15:30:50Z,True
@gurusastropalmistry2214,Kabhi agar is janam me pakistan ana hua toh Jeda lassi jarur piyenge👌 Love from India,0,2023-01-16T17:33:20Z,True
@sufyansaeed1897,Brother lgta hy androon lahore kharish bht hy,0,2023-01-12T03:15:27Z,True
@shahnawazqadrihasnaini1724,Zyada hi rasta bada tha Zia Bhai.....Tara bong paye ko,0,2023-01-08T22:34:26Z,True
@prateekvashisth5896,Lahore mughals ki capital nhi thi ... mughal ki capital thi agra aur delhi,0,2023-01-02T18:49:03Z,True
@sanatganguly996,"LASSI AUR KELA KHANE SE KABHI PET KHARAP NEHI HOTA HAI            !           

TRY TO CHECK IT                    !",0,2022-12-29T20:59:42Z,True
@manipurimuslim,Im from Bangladesh Sylhet se hu apka video dektahu muje bohot accha lagtahe. Pakistan jana mera sapna he kismatpe he kinahi muje patanahi but try karunga.,1,2022-12-27T21:11:04Z,True
@rahulparikrma6395,Bhai nice food in Pakistan,0,2022-12-27T20:03:42Z,True
@gauraravgoyar8733,Bhai jaan ye bhi ek reality h ki hindustan ne aap logo ko sir dhakne ki jagh to de hi di,0,2022-12-27T17:27:47Z,True
@rajasthan0013,भारत को इस बात का बहुत दुख रहेगा कि 1971 की जंग में इस इलाके को भारत में  la paye 😭😭😭🤣 नंगे पाकिस्तान ki kismat,0,2022-12-27T17:04:26Z,True
@nadeembeg2524,"Wow! What a lassi and paya

Please send something",0,2022-12-27T16:22:52Z,True
@saurabhpremlaltembhurne1839,"You are doing great job brother, I really want to explore Pakistani food and Pakistan as well it is really full of culture. Love from India❤",5,2022-12-26T15:39:32Z,True
@coinage59,Plant Trees... Pakistan Is king 👑 In Nonveg Food..❤️ From India 🇮🇳,0,2022-12-26T11:03:24Z,True
@mohammadharis8228,Aaj hum jaana kya khoya hai  humne...defenetly i will be there one day to taste lassi lahoredi...with love from Mangalore India.,0,2022-12-24T14:24:18Z,True
@gauharmir5840,"Nice vedio  ,but gareeb  Kai khayaa  gaa in Pakistan  maa , it's very expensive for them  ...but lot's of love from phuket.....hope you know phuket....",0,2022-12-22T16:34:05Z,True
@ayaankadir5300,i am indian muslim and my dream is to eat pakistani food ❤,0,2022-12-22T16:10:19Z,True
@nishisvlogsnishikantmhatre,"Jedhe lassi walene apni vajan ghatayi he, bahot achhe fit dikh rahe he. 
Love from India.",0,2022-12-19T19:29:01Z,True
@amandhurwe8921,Kitna ganda city hal lahore,0,2022-12-19T06:48:17Z,True
@Nextvlog617,brother  I am from india but lahour streat food  to good,1,2022-12-16T18:53:32Z,True
@shaanmalik9475,I really want to come Lahore insha Allah one day soon from Delhi 😊,1,2022-12-14T02:29:00Z,True
@Sonukumar-jl3sw,Pakistani khane ki baat hi alag h kash dono countries 1 hote,0,2022-12-13T16:27:04Z,True
@ammarmohdriyaz9293,We Came From India To Have There Lassi 🤣,0,2022-12-12T08:53:32Z,True
@singhharpreetbilla6511,Yaar mai pta ni kado lahore aoga doosra ambarsar a lahore love from charda punjab ludhiana ❤️❤️❤️ sanjha punjab jindabaad,2,2022-12-11T10:22:18Z,True
@swarasvoice9071,"Kitna GANDA HAI LAHOR bus har ek jagah NONVEG ,galiya bhi kitni bekar kharab halat me hai,kahi pe bhi SAFAI NAHI BUS SAB GANDGI HAI.Aur MUGHLON KI GALIYA nahi hai ye Bhai sahab ye HINDUSTANIYONKI HONDUSTAN KI GALIYA THI ye bat apne DIMEAG ME LOCK KIJIYE",0,2022-12-09T09:42:47Z,True
@mahmoodhassan820,"Your show of food in different areas of Pakistan and other countries with commentary full of historical back ground is marvelous Allah talla bless you and your family keep it up
Mahmood Hassan",0,2022-12-09T07:15:15Z,True
@userir545,Bhai also take care of your health because for YouTube you eat so much Oil and highly Fatty foods. ❤️💐,1,2022-12-08T17:34:26Z,True
@lightcameraAction932,Bhaijaan vegetarian street food in pk ka  video uploaded krne,0,2022-12-08T16:36:29Z,True
@futureengineer5461,"In logo k har cheez me beef hota hai, looking disgusting",0,2022-12-08T11:12:01Z,True
@striker4532,"I too wanted to visit Pakistan and it's street food,but being a VEG,i demoralised to see most foods are Non veg on Pak Street",1,2022-12-07T21:00:05Z,True
@manoalex6575,I really love Paki grub.. It's also a reflection of Arabic culture.. Lebanon.. Syria.. UAE..Jordan.. Afghan .Iran TurkeyThey have the best of the foods... If u want to get the best of their food..,0,2022-12-07T15:55:12Z,True
@albinsunny6595,nice presentation bro... it is my dream to have peshwari pulao ....all love from kerala india...waiting for the day.....when indian crossing border without any problem,3,2022-12-05T14:59:28Z,True
@SinghNatt1313,Sikh empire Lahore Greatest Maharaja Ranjeet singh Sher e panjab,2,2022-12-04T12:52:34Z,True
@naveenkamal8155,"Itna...... costly...., hai ........ bhai India ......ke foods ki baat hi kuch aur hai",0,2022-12-03T09:52:06Z,True
@HexaEdits07,Who else from India really wants to eat pakistani classic foods but can't go to pakistan for whatsover reasons 😢,1,2022-12-02T17:46:38Z,True
@Coolswag-e1l,lahore mai halall haram ki khoi grantty ni  phir yai log itnay harami hai k pajhay k paoy ganday thareen aur plate 5000 k aur us say be zida harami pann yai k pindi islamabad ka banda dakh lay harami rate ghalit bata k uss ko lootay gay gando thareen,0,2022-11-30T23:52:14Z,True
@kaushikmuk1,Indian beautiful city of Lahore has been converted to a slum in Pakistan..,0,2022-11-29T17:17:33Z,True
@ancient_hist,😂😂🤣 Mughal history pata hai kya bhai?😂 Old Delhi capital tha 😂 lahore shikho ka tha aur tum bhi unmese ek ho 😂😂 converted shikh 😅 video achha banate ho ❤️👍🙏,1,2022-11-26T16:26:20Z,True
@rjshopeex1849,"I m from India, Mumbai. I really dnt knw why but whenever u ask for price of a dish i immediately convert the amount in Indian currency & then decide whether if the price is high or low 😅",1,2022-11-25T17:42:19Z,True
@mahibuttvlogs,Lahore Lahore ay ♥️ Lahoriyo like thoko 👍👍,0,2022-11-25T04:00:58Z,True
@amol9267,Really enjoyed the video...Pakistani nashta is really heavy and excellent 👌 👍 👏 😀,5,2022-11-24T04:58:33Z,True
@ravindrapathak8201,"Kuran padhakar bismilla karata hai barkat, mare hoove murde ki hotel",0,2022-11-23T17:30:50Z,True
@umarhayatkhansaab4516,Pakistan se accha non veg khana puri duniya mei khahi nahi milta,0,2022-11-22T19:09:28Z,True
@AkashSharma-sb4hx,"Food is good but city is so polluted, People living there dont even give a shit about cleaning i guess.",0,2022-11-21T23:01:21Z,True
@tabeebfahad146,🥰Lahore😍 Means Speechless 💕,1,2022-11-21T20:53:11Z,True
@sandeepduggal6606,Love from India Punjab jalandhar,1,2022-11-21T12:51:08Z,True
@sandeepduggal6606,Love from India Punjab jalandhar,2,2022-11-21T12:51:07Z,True
@Punjabhunters,You call again and again Mughal era not single time Sikh empire who’s capital is Lahore but you taught only for those who convert you,0,2022-11-21T07:18:37Z,True
@seebupathan7961,Bro its not nasta its dhasta (banda subah kha le sham tak kuch na mange khane ke liye),0,2022-11-20T15:23:18Z,True
@satvindersingh897,Yaar sikh empire ki capital hai lahore.. to ye mughliya nahi balki sikh architecture hai.... history to theek se batao apne logo ko....,1,2022-11-20T13:20:58Z,True
@bobbykaiancero7104,When im in saudi arabia i taste that food in pakistani rest..and i like pakistan leather jacket too..good quality,1,2022-11-20T11:06:51Z,True
@akashpreetvirk9497,Kya pyar mohobat...lassi wale paji nu boht pyar INDIA toh❤ 🇮🇳,1,2022-11-20T01:30:58Z,True
@kapilsharma8479,why Mughal dor Lahore belongs to Maharaja Ranjit Singh.,0,2022-11-19T16:29:56Z,True
@HimanshuSingh-qt7fu,"Yar direct bolo n ki ek jamana beet gya Lahore ki buildings develop ni hui na painting hui 🤣🤣🤣
Jutha tarif na karo miya 😁😁",0,2022-11-19T15:22:28Z,True
@ishanarora8620,Old lahore is exactly like old amritsar...,0,2022-11-18T21:30:56Z,True
@OINKARL,"These people look like me, talk like me and eat the same food as me, yet we are supposed to be sworn enemies. As an Indian it breaks my heart that I can easily go to any country in Asia, Africa  or Europe but I cannot visit Pakistan.",0,2022-11-18T20:37:35Z,True
@sainishashi1360,loved it the way you have explored small vendors!! and delicacy it has showered loved it !!,8,2022-11-18T15:56:27Z,True
@narinderwaraich7442,Sada sohna Lahore,1,2022-11-18T14:31:19Z,True
@kamalkishorekantuyra2630,Ager India ka batwara nahi hota to bhaijan nasta yahi pr krta,0,2022-11-18T10:08:43Z,True
@nitishkumarrocchhote8975,"Kash aj India Pakistan alag na hote toh ghumne mein maza aata ha 
Form India 🇮🇳",0,2022-11-18T03:34:24Z,True
@ramuramu8358,NO PLASTIC FOOD NO GARBAGE IN THE WORLD WHO S REAL HERO TELL THEM TOCLEAN,0,2022-11-17T21:14:32Z,True
@FaizanKhan-zf6ij,"Jis din india or pakistan k talukh ache ho jayege
Inshallah lahore aane ka try krege
Specially nashta karne
Or zia bhai aapse bhi koshish krege mulakat karne ki
Bht bht tasty dikh raha hai",0,2022-11-16T13:42:10Z,True
@ambreenukvlogger2170,"I wish there are few trees and plants around, why the streets in olden days here are so dull and gloomy, subha kee shoruwaat sirf khanaiy saiy nahee nazar kee haryaalee saiy bhe rahatee hai😊",0,2022-11-15T22:40:57Z,True
@javidqureshi2657,Zia bhai bohot bohot sukriya aapne hamen purana lahor dhokha ne ke liye 👍👍👍👍,0,2022-11-15T14:46:27Z,True
@haresh3314,"I'm from India and I love lassi, I want too
🇮🇳🤝🇵🇰",1,2022-11-15T11:13:50Z,True
@mohitgera5205,Lahore is look like old delhi in India,0,2022-11-14T18:19:35Z,True
@AmitSharma017,Sanu v sadha de do  Lahore aaun da.,1,2022-11-14T09:46:20Z,True
@himanksangtani,"Can someone please explain , what is the exact meaning of “bong” in pakistani food ? 

Love from India ❤️",1,2022-11-13T05:23:11Z,True
@nitingupta467,Saare food shop owners 1 side par  Jedda bhai sab pe bhaari... Amazing hospitality he has and that's the reason for a groundbreaking success and that is there in his lassi. ❤️❤️,6,2022-11-12T19:39:15Z,True
@iyerchandra007,"Chalein.... Paakistaani dastarkhaan hai.  Ek bhi asli hai ki nahi dekhlo.... Pakistaan.. maane naklistaan.. 99% madarsa graduate. Shavoor hai . Kuch mat khao.. ghost me paani milaa me dene waale.. hindu se muslim bane besharm log.  Lahore is from. Son of ram ji.  Nakli qaum, nakli muslim, naqli imsaan.. isiliye Aj bhimangaa pakistan",0,2022-11-10T14:39:20Z,True
@nabajyotikashyap2646,Bhai zeda ji ka lassi life mein ek baar try karna hai.,0,2022-11-10T09:46:03Z,True
@ahluwalia01,Mann taan bahut karda Lahore aaiye Jeedda Lassi pine laayi par dur bathera India ton aana aaukha hega,0,2022-11-10T05:58:02Z,True
@zubairyaqub7424,Kia aap karachi me mere guide banna pasand karo ge.  ?    I will pay you 1 000 rupee per hour.  Good deal. Right. Where can i meet you in karachi. Me mazaq nahi kar raha.  😅    i will pay for your food too.,0,2022-11-10T03:06:56Z,True
@yogeshmane6272,Ye lahore h ..kitana ganda .. India is the best,0,2022-11-09T10:09:43Z,True
@rsdgraja,"Zia Bhai, I am from eastern India. I have no ancestral connections with Pakistan but I would like to visit once in my life time, if possible. Jeda lassi, Nihar Charsi, keema tikki, mutton nihari, bun keema, namkeen gost 
So many dishes and places to visit and try. God bless you for making me feel these virtually through your videos",1,2022-11-09T04:50:42Z,True
@vivekhans2624,Halwa puri my fav 😋,0,2022-11-08T19:52:16Z,True
@ramindersingh1389,"Amratsari or Lahore same hai.siyasat ne bhut jyada gap de diya awam ko .log bure nahi hai..siyasat ..,u.... know....very  well.i love my india.i love Pakistani who innocent people",1,2022-11-07T18:38:42Z,True
@shaikhmohammadrafeeq6056,Kash ke yaar hamre do mulk ek hote to hum sab ke baaap hote Allah kare dono mulkon ke halaat behtar ho jaye to inshallah hum dekhenkhege hamre mulk ke dusre hisse ko   but ilove my india,0,2022-11-07T15:20:58Z,True
@anki53,"Yaaar Lahore dekhna hai ekk baar aur ye sab food taste karne hai,pata nhi ho payega yaa nahi
Love from Delhi",2,2022-11-07T15:06:03Z,True
@nabeelamjad1867,"TARA BONG paye pa.... bhul ka bhi na jana.... waste of time, tasteless. full gandagi, RATS everywhere... ya video dekh ka gaya tha... kasam sa soch ka ulti ati ha... Not receommend...",0,2022-11-07T10:48:22Z,True
@OldisGold_07,Kash ...kash ...lahor india me hota to me abhi ke abhi lahor jata ....kitne achhe log hai ...❤️👌,6,2022-11-05T16:49:39Z,True
@user-ox2xx3ns8w,"15:35 ye baat phli baar koi Pakistani pasand aaya 

Haq se Desi 🕉️ ☪️",0,2022-11-03T22:43:08Z,True
@vicepresidentcficonsumerfo1995,"Zia u really showed a good heart to express your taste while we can feel u din get what u were expecting, but u doing a wonderful job by showing the food culture of Pakistan which we Indians are not thoroughly known too but just heart stories from our Grandparents about that part before seperation.
Excellent work , keep smiling and sharing happiness ❤️from India",12,2022-11-03T21:21:02Z,True
@detailers9799,Bhai Bhai 850 ki plate shit man itni mahengai hamare India m 850 k 6 aadmi dinner kr lnge,0,2022-11-03T17:28:56Z,True
@pahadikd1284,Mughlai 😂😂😂😂 ka tha lahore ...kya. Bol re..tumara kuch ni tha😂😂,0,2022-11-03T15:04:56Z,True
@AliA.ZSinger,"Lahore ke khano ma pollution hay, 85% people are getting sick.",0,2022-11-03T04:50:23Z,True
@legitop4281,Indian Street food is far better than this🇮🇳,1,2022-11-02T18:30:12Z,True
@prashantsingh-mq5bk,Bhai etna ganda hai lahore aisa kyu....bahut hi jyada gandagi hai firr bhi log khaate hai wahi khade hokar🤮🤮🤮🤮🤮🤮,1,2022-11-02T15:40:03Z,True
@muhammadiftikhar5856,Lahore is the heart of pakistan  lahori foods are very delicious .This video is very beautiful congratulation Zia bhai for making this video.,0,2022-11-02T13:28:19Z,True
@monsoonali8718,You are so fortunate to have so much malai,0,2022-11-01T18:18:12Z,True
@ghazanfarjaved1223,Hahahah 😂 Lahore walay apko Rasta Sahi kabhi nahi batay ghay,0,2022-11-01T16:19:18Z,True
@LARAIBHASAN,zia bhai main india bihar se hoon aapke aabtak ke vlog me paya nihari ka sabse best vlog laga kyunki hm bihar walon ki nihari aise hi banti hai isme hari mirch nimboo aur dhaniye ki patti daal kar khane ka maza aap kabhi bhool nhin payenge ek baar aur try kijiyega plz,1,2022-10-31T16:42:21Z,True
@knowledgeworld781,Sab to khandhar jaisa Ghar hai 😂😂,0,2022-10-31T04:19:24Z,True
@sigmaGamingJass,If one eats on full stomach..  even delicious food will not taste as good as it is... love u Zia bhai..,0,2022-10-30T10:08:26Z,True
@MrMominagha,i tried tara and jeda..  jeda is like a sweet dream on your lips and tara is average taste.of paey.,0,2022-10-29T21:31:56Z,True
@Myindia788-2,India se 10 Guna jiyada rate h,0,2022-10-29T10:32:15Z,True
@bawaelectricalworks,Jeda lassi.....love from india,1,2022-10-29T05:18:25Z,True
@divyanshumaurya1608,Kya pakistan me veg khana nahi milta hai?,0,2022-10-28T07:44:50Z,True
@HazratAli-md5sw,Lahore ghady ka khyal karo,0,2022-10-26T05:42:11Z,True
@hilalahmed1005,Kaale Khan ki Nihari ???,0,2022-10-25T19:23:11Z,True
@tushar4288,"Halwa puri, Chanay aur paye 
Iske alawa bhi kuch milta hai ki ni pakistan me bhai",0,2022-10-23T20:39:20Z,True
@salmanmohdkhan7736,Mai india se hu mujhe bhi lahor ka paya khana hai,0,2022-10-23T17:48:23Z,True
@vam7430,Ajjj agar yeh zinna or Gandhi yeh do selfish na hote to ham ek hote Bhai bahat kharab lagta hai ajj Bhai Bhai hoke bhi alag hai 🥺🥺🥺🇮🇳🇮🇳🇮🇳🇵🇰🇵🇰🇵🇰,0,2022-10-23T16:41:51Z,True
@bikuanju,Bhai Khana SA pahala aalla Ka nam latahai magar aapna khagaya hai pahila fir ALLA k nam Lana naihi chaiya because you already eaten before,0,2022-10-23T07:39:20Z,True
@anasmuhammad374,"Phakki sath rakha karo zia bhai, paye khatay huay haalat kafi tight lag rahi thi...!",0,2022-10-22T10:20:26Z,True
@ranchhordasdas3826,I have been closely watching a cute girl at jeda lassi. Is any one notice . help her  I will pay entire year lassi price.,0,2022-10-21T11:30:13Z,True
@sandeepvirk990,"Zia bhai Mughal empire or British Empire k beech Sikh empire bhi tha Maharaja Ranjit Singh ka raaj tha Lahore par,sikh raaj ney bhi Lahore ko swara tha🙏🙏✌️",4,2022-10-18T10:14:26Z,True
@ka-oj3oc,"Pakistanis r generous, they don't value money more than hospitality... Apna delhi wale log bahut kanjoos h..",0,2022-10-16T19:43:38Z,True
@khushnawazalam4276,Yah lahore ki kadim galiyan ek dam old patna City ki galiyon ki tarah hai kabhi bihar aeyin ziya bhi mai apko nawabo ki sahar patna ghumata hu,0,2022-10-15T18:47:38Z,True
@sabaarif7726,Lahore kuch Lucknow jesa dikhta hai 👌👌👌👌,0,2022-10-15T13:21:41Z,True
@Waseemkivlogs,salam zia bhai  meri bunsrod food street pe yumms pizza k name se resturant hai to ap plz plz yaha ae or meri taraf se apki or apki teem ki dawat hai or v logs b bane yaha hamare pas tren pizza hai jo bunsrod me pehli bar aya hai,0,2022-10-14T20:59:14Z,True
@prshant4505,If India team comes there in Asia Cup 2023 then I will definitely come Pakistan and explore their cuisine.,6,2022-10-14T17:42:38Z,True
@mubeenrahim458,Taste apni jaga lekin lahorio mohabbat aur ikhlaq Dekh Kar Dil bagh Bagh hogaya me Karachi se ho I love you lahori brother yehi kahonga aisa piyara hai Mera Pakistan har taraf logo me mohabbat hi mohabbat hai,2,2022-10-14T15:03:52Z,True
@sachinvishnoi9801,"क्या पशुओ की तरह खा रहे हो, कुछ environment पर भी ध्यान दे लो. तरख्त नाम की चीज दिख भी नही रही.",0,2022-10-14T14:40:02Z,True
@wskhan1973,Pakistani sarkar ko chahiye ko lahore ko reinovate kre ...sirf islamabad aur karachi pr dhyan na de...kpk lahore and aur provinces (cities) pr bhi,0,2022-10-14T08:36:33Z,True
@sajidhaseen1662,Ek bt to hai pak ke log bhot pyare hai masha allha,1,2022-10-14T06:24:30Z,True
@adityabiyani387,in india we also get lassi like this,0,2022-10-14T03:40:25Z,True
@adityabiyani387,badiya.....lassi toh pure world ai famous hai ..,0,2022-10-14T03:40:07Z,True
@PNShali,Inner Lahore looks like Old Delhi.,0,2022-10-14T02:04:10Z,True
@High-c7,"No women in Pakistan?
I wish women can come out too and have have those lovely foods.
Sad thing.",0,2022-10-13T16:25:52Z,True
@THENERDWIZH,"Bhaijaan pehele toh dher sara pyar mere orse, life me ek baar toh aunga pakistan, sirf ye sab taste karne k liye,love from 🇮🇳, bohot hi pyare log hain",29,2022-10-13T15:39:34Z,True
@chabbukutty,ziabhai! Good to see you in action once again. When are u coming to India to taste our food. Andhrun Lahore mein hindu log bhi rahte the 1947 ke pehle!!,0,2022-10-13T11:14:42Z,True
@rajeevdwivedi3886,"Great to  see the city of lord ram son love ,please  see the old hindu temple  of Lahore",0,2022-10-13T10:15:47Z,True
